,Unnamed: 0,card_number,expiry_date,card_provider,date_payment_confirmed
12046,23,30280173725567,11/32,Diners Club / Carte Blanche,2000-05-14
12047,24,6547690604187640,01/26,Discover,2022-06-23
12048,25,3507939357461500,05/27,JCB 16 digit,2005-12-11
12049,26,574700774213,04/25,Maestro,2002-10-01
12050,27,6011825412565820,11/28,Discover,2004-08-03
12051,28,4684736731938780000,07/32,VISA 19 digit,2005-06-03
12052,29,30398881611489,02/29,Diners Club / Carte Blanche,1997-03-03
12053,30,213146517899377,08/31,JCB 15 digit,2007-05-29
12054,31,4918426530415,08/29,VISA 13 digit,1998-05-09
12055,32,213174989035783,02/31,JCB 15 digit,2000-03-22
12056,33,3504253150870410,01/27,JCB 16 digit,2021-07-27
12057,34,4303249455969,10/27,VISA 13 digit,2022-03-18
12058,35,3501426629872350,03/31,JCB 16 digit,2007-04-28
12059,36,4493609462935620,07/32,VISA 16 digit,2004-04-06
12060,37,180061034554513,04/28,JCB 15 digit,2010-12-26
12061,38,6011994869975520,01/28,Discover,1996-12-11
12062,39,30436277330908,07/24,Diners Club / Carte Blanche,2006-11-15
12063,40,4660496534814600,08/28,VISA 16 digit,2002-02-01
12064,41,4852610972681070000,02/32,VISA 19 digit,2018-05-17
12065,42,4291449218627580000,12/27,VISA 19 digit,2003-11-28
12066,43,180086160422425,05/30,JCB 15 digit,2017-01-02
12067,44,4220762581797680,10/26,VISA 16 digit,2001-08-28
12068,45,180022640584757,11/31,JCB 15 digit,2021-09-08
12069,46,3540006568955500,03/29,JCB 16 digit,2014-02-26
12070,47,2239993631953810,12/29,Mastercard,1994-10-30
12071,48,373056565781151,05/26,American Express,1993-02-17
12072,49,4601670630143430,09/27,VISA 16 digit,1998-01-15
12073,50,4036704856227590,05/27,VISA 16 digit,2007-05-29
12074,51,4327603699367,08/30,VISA 13 digit,2017-05-12
12075,52,2228335661426630,11/27,Mastercard,2003-09-05
12076,53,4397734133259320,03/28,VISA 16 digit,2013-09-01
12077,54,501858658179,01/29,Maestro,2019-12-19
12078,0,30369599441568,05/32,Diners Club / Carte Blanche,2019-07-27
12079,1,30565262413947,09/28,Diners Club / Carte Blanche,2012-08-21
12080,2,38864320908283,09/28,Diners Club / Carte Blanche,2001-10-14
12081,3,30222628621173,03/31,Diners Club / Carte Blanche,2020-12-07
12082,4,3505709964068810,08/24,JCB 16 digit,2019-12-11
12083,5,377466259705729,10/30,American Express,2021-02-12
12084,6,5577943133184550,03/28,Mastercard,1992-12-17
12085,7,502044022742,01/29,Maestro,2012-02-11
12086,8,213176237209011,02/29,JCB 15 digit,2019-04-01
12087,9,30202040781334,07/32,Diners Club / Carte Blanche,2009-04-29
12088,10,5194664932766970,07/26,Mastercard,2020-06-23
12089,11,675967945873,06/27,Maestro,2009-01-04
12090,12,6503393843931600,05/29,Discover,2016-08-14
12091,13,2321073623533950,11/28,Mastercard,1998-08-17
12092,14,370854434606234,11/28,American Express,2003-04-11
12093,15,4989821156568490000,07/30,VISA 19 digit,2007-11-13
12094,16,4905357526226970,02/26,VISA 16 digit,2008-02-13
12095,17,3542995827336440,12/23,JCB 16 digit,2015-08-29
12096,18,4109999255970410,05/32,VISA 16 digit,1994-05-27
12097,19,4608621142696900000,09/32,VISA 19 digit,1999-02-09
12098,20,4844943703466230000,12/26,VISA 19 digit,1995-06-16
12099,21,3563925571608840,11/28,JCB 16 digit,2009-03-25
12100,22,676361613265,12/27,Maestro,1999-08-04
12101,23,639088009746,11/29,Maestro,2004-02-12
12102,24,2229124834032080,10/25,Mastercard,2000-05-21
12103,25,3506004139442090,04/25,JCB 16 digit,2012-08-17
12104,26,3574693572783210,03/26,JCB 16 digit,1993-06-02
12105,27,4894867768785930,02/29,VISA 16 digit,1998-05-19
12106,28,3538742544870940,08/23,JCB 16 digit,1999-08-02
12107,29,4806516796346830,08/23,VISA 16 digit,1999-07-28
12108,30,3585370627641110,12/26,JCB 16 digit,2017-06-02
12109,31,30424031420959,11/27,Diners Club / Carte Blanche,2000-04-09
12110,32,6540124850325150,04/27,Discover,2007-01-08
12111,33,213135297418748,02/26,JCB 15 digit,2013-09-01
12112,34,676104738999,06/27,Maestro,2001-12-21
12113,35,6011729102355040,01/24,Discover,2010-06-25
12114,36,4621018333415450,12/29,VISA 16 digit,2005-01-25
12115,37,675971162796,01/26,Maestro,2011-06-08
12116,38,3586598336470830,01/23,JCB 16 digit,2014-10-08
12117,39,587231144359,09/32,Maestro,2011-02-26
12118,40,3519599570627750,07/24,JCB 16 digit,2006-05-21
12119,41,3559683068266670,08/27,JCB 16 digit,1995-03-05
12120,42,4282378967882240,08/28,VISA 16 digit,1996-03-21
12121,43,2277919335464190,07/23,Mastercard,1998-11-25
12122,44,4480981980856440000,01/28,VISA 19 digit,2008-04-10
12123,45,4309330703624430,12/23,VISA 16 digit,2022-01-03
12124,46,5555136860096830,11/30,Mastercard,2005-06-22
12125,47,3513941865992270,09/30,JCB 16 digit,1992-11-29
12126,48,4411240117163,08/26,VISA 13 digit,2020-02-18
12127,49,213170710269451,12/27,JCB 15 digit,2013-03-08
12128,50,4616433203196,06/31,VISA 13 digit,1996-10-24
12129,51,2226158661521640,06/25,Mastercard,2002-04-14
12130,52,4589200283274230000,11/22,VISA 19 digit,2000-11-09
12131,53,3534231821783430,08/28,JCB 16 digit,2012-02-19
12132,54,6529859357716950,09/26,Discover,2017-05-12
12133,0,4643552417886,10/32,VISA 13 digit,1994-11-13
12134,1,4672435145881630000,11/27,VISA 19 digit,1995-10-08
12135,2,4489130293589970000,03/25,VISA 19 digit,2008-12-24
12136,3,6011802312354020,03/24,Discover,2006-07-18
12137,4,4317841040029810,09/28,VISA 16 digit,1996-06-20
12138,5,4448821855449,03/23,VISA 13 digit,1994-05-03
12139,6,346100928966986,10/25,American Express,2010-12-31
12140,7,4234191203945790,02/30,VISA 16 digit,1994-02-20
12141,8,3593977084403830,07/32,JCB 16 digit,2002-05-15
12142,9,341478279311480,12/28,American Express,2001-06-06
12143,10,342336851904966,01/28,American Express,2002-01-28
12144,11,4964417396360840,10/28,VISA 16 digit,2011-11-15
12145,12,349904951356925,10/23,American Express,2021-03-27
12146,13,4880306022723000,09/24,VISA 16 digit,2020-08-09
12147,14,346272107751909,02/31,American Express,2020-09-30
12148,15,30036243103387,04/26,Diners Club / Carte Blanche,2003-12-27
12149,16,3595701774446830,04/28,JCB 16 digit,2003-12-20
12150,17,38790548047192,07/32,Diners Club / Carte Blanche,2003-01-16
12151,18,567771439799,10/31,Maestro,2002-12-04
12152,19,4161855611029410,12/29,VISA 16 digit,2013-08-27
12153,20,342820650615683,05/30,American Express,2013-06-19
12154,21,345922082823658,08/32,American Express,2000-04-22
12155,22,2252246930539610,12/28,Mastercard,1997-10-29
12156,23,180081731643088,02/26,JCB 15 digit,2020-10-03
12157,24,4762460926690160000,02/23,VISA 19 digit,2018-01-01
12158,25,3514552119703280,04/30,JCB 16 digit,2010-10-26
12159,26,3585873649919350,02/29,JCB 16 digit,2002-11-30
12160,27,3524023498628710,10/29,JCB 16 digit,2008-08-29
12161,28,6599234276027590,06/27,Discover,2020-11-08
12162,29,377272232348813,12/29,American Express,1996-03-14
12163,30,3580487151273810,12/23,JCB 16 digit,2008-06-24
12164,31,345819208211364,10/27,American Express,2021-02-24
12165,32,2249876498105120,04/25,Mastercard,2013-02-12
12166,33,213193148367820,04/31,JCB 15 digit,2010-03-04
12167,34,4501520193273810,06/24,VISA 16 digit,2014-09-21
12168,35,676265804754,04/30,Maestro,2012-10-09
12169,36,4912220414106500,01/27,VISA 16 digit,1999-11-03
12170,37,4728935712630690,05/27,VISA 16 digit,1994-12-09
12171,38,213119964551742,01/27,JCB 15 digit,2019-12-09
12172,39,30459333193805,12/24,Diners Club / Carte Blanche,2009-09-27
12173,40,6011270209902950,06/26,Discover,2009-06-29
12174,41,4778779234518790,10/31,VISA 16 digit,2005-09-20
12175,42,3583337445395090,05/25,JCB 16 digit,2014-08-29
12176,43,4214387627748270000,01/23,VISA 19 digit,2012-08-17
12177,44,2326451112420230,07/31,Mastercard,2004-09-28
12178,45,5299357587183270,08/31,Mastercard,2015-10-16
12179,46,30191900420887,10/28,Diners Club / Carte Blanche,2019-12-10
12180,47,180026828959442,07/29,JCB 15 digit,2015-02-11
12181,48,30133613469926,09/29,Diners Club / Carte Blanche,2014-07-16
12182,49,6011577632273550,12/24,Discover,2004-12-29
12183,50,6011501927742460,01/27,Discover,1993-03-15
12184,51,6541957357603980,07/27,Discover,2004-09-25
12185,52,4629265390837530,08/30,VISA 16 digit,2001-05-01
12186,53,180023751102983,08/23,JCB 15 digit,2002-08-13
12187,54,589386409439,10/24,Maestro,1993-01-22
12188,0,3586384969017000,12/29,JCB 16 digit,2008-04-16
12189,1,4460674505753880,06/25,VISA 16 digit,2012-08-23
12190,2,3588732057465870,12/27,JCB 16 digit,1995-04-30
12191,3,180025531390242,03/27,JCB 15 digit,1995-12-17
12192,4,342778631271812,09/27,American Express,2021-04-28
12193,5,30568799542402,01/24,Diners Club / Carte Blanche,2020-05-12
12194,6,2416706271781240,02/25,Mastercard,1997-07-10
12195,7,213113554010490,05/23,JCB 15 digit,2002-01-09
12196,8,30181101653436,10/29,Diners Club / Carte Blanche,2017-03-19
12197,9,3580433927867250,03/32,JCB 16 digit,2007-05-24
12198,10,4973489267017,01/28,VISA 13 digit,1993-05-02
12199,11,180031196672551,12/22,JCB 15 digit,1995-01-23
12200,12,4758803949162350,05/24,VISA 16 digit,2007-06-12
12201,13,4771279341598120000,06/30,VISA 19 digit,2009-08-19
12202,14,4933558557193,06/30,VISA 13 digit,2016-05-02
12203,15,3579967336964010,10/30,JCB 16 digit,2017-10-07
12204,16,3558879003649880,12/28,JCB 16 digit,2002-01-16
12205,17,4261798635364840000,12/28,VISA 19 digit,1993-06-20
12206,18,30156383147554,08/27,Diners Club / Carte Blanche,2022-04-15
12207,19,213129578278509,12/27,JCB 15 digit,2021-05-30
12208,20,3565275373735670,01/30,JCB 16 digit,2015-08-29
12209,21,3530644341995280,04/29,JCB 16 digit,2016-02-26
12210,22,345379729903700,04/28,American Express,2001-05-03
12211,23,376261294657048,03/26,American Express,1993-07-26
12212,24,3566734374613910,10/29,JCB 16 digit,2004-06-08
12213,25,4147655431631720,12/28,VISA 16 digit,1999-01-17
12214,26,6516652804938980,01/29,Discover,2015-07-14
12215,27,4427876336115020000,07/28,VISA 19 digit,2004-12-27
12216,28,4973598260684010000,06/24,VISA 19 digit,2013-02-14
12217,29,5448139826185000,04/23,Mastercard,2008-08-26
12218,30,3544551770791690,12/27,JCB 16 digit,2001-06-13
12219,31,4058249848450190000,07/30,VISA 19 digit,2007-01-28
12220,32,370341750942898,04/29,American Express,1997-11-24
12221,33,4297109663200710,04/27,VISA 16 digit,2008-01-18
12222,34,4446893871913000,07/28,VISA 16 digit,2021-04-12
12223,35,6565055680045160,07/28,Discover,2009-05-28
12224,36,4308333006782430,04/25,VISA 16 digit,2007-06-06
12225,37,3540267559067990,07/23,JCB 16 digit,1999-07-21
12226,38,3591086169339470,09/29,JCB 16 digit,2018-09-16
12227,39,4465201500559350000,10/31,VISA 19 digit,1999-11-06
12228,40,38631391641238,10/31,Diners Club / Carte Blanche,2019-08-27
12229,41,675917042169,05/28,Maestro,2000-12-16
12230,42,3537942554491460,11/26,JCB 16 digit,2019-10-22
12231,43,3568017509575740,07/30,JCB 16 digit,2006-02-16
12232,44,30074732303234,10/31,Diners Club / Carte Blanche,2009-11-14
12233,45,675958354416,08/30,Maestro,2016-07-20
12234,46,6011947774577670,12/25,Discover,2006-10-17
12235,47,4031331889039740000,05/31,VISA 19 digit,2008-07-14
12236,48,3509570301571400,08/24,JCB 16 digit,1997-03-17
12237,49,379477463518913,04/31,American Express,1997-02-08
12238,50,4713608837473090000,10/27,VISA 19 digit,2001-06-19
12239,51,4730986754022240,01/29,VISA 16 digit,2007-11-11
12240,52,373169706308444,12/22,American Express,1993-03-28
12241,53,3547940528319280,06/24,JCB 16 digit,2008-02-15
12242,54,4651656028648410,07/24,VISA 16 digit,2017-07-12
12243,0,4239851757516860000,05/27,VISA 19 digit,1995-08-03
12244,1,6510306412301430,01/31,Discover,2013-10-19
12245,2,2552229072376910,04/25,Mastercard,2003-05-16
12246,3,342261339061462,07/25,American Express,2021-07-24
12247,4,30352166485267,04/31,Diners Club / Carte Blanche,2014-04-15
12248,5,343129018624950,04/28,American Express,2016-10-15
12249,6,4761810223503040,09/26,VISA 16 digit,2011-08-26
12250,7,4387320220509,12/23,VISA 13 digit,1998-12-22
12251,8,4696186771865760,09/29,VISA 16 digit,2006-09-14
12252,9,376542955086829,08/25,American Express,2002-02-14
12253,10,180093418755770,07/27,JCB 15 digit,2003-01-23
12254,11,4722822380228730000,12/27,VISA 19 digit,2006-02-15
12255,12,213122248647021,03/26,JCB 15 digit,2005-01-15
12256,13,213122429022002,07/29,JCB 15 digit,2007-07-06
12257,14,3594636896582220,05/27,JCB 16 digit,2003-09-19
12258,15,676141614963,11/29,Maestro,2002-09-16
12259,16,4576344326017,01/31,VISA 13 digit,1994-04-01
12260,17,3560053307745130,05/27,JCB 16 digit,September 2016 04
12261,18,343676623741140,12/23,American Express,2012-08-24
12262,19,3560599013109680,03/23,JCB 16 digit,2014-10-02
12263,20,4921095089837230,07/31,VISA 16 digit,2018-07-28
12264,21,30472900462487,03/26,Diners Club / Carte Blanche,2021-04-23
12265,22,30397401141373,07/30,Diners Club / Carte Blanche,2005-01-06
12266,23,4458126660295,09/31,VISA 13 digit,2002-01-23
12267,24,30475481786562,03/28,Diners Club / Carte Blanche,2020-02-22
12268,25,4801466590513620,09/30,VISA 16 digit,1995-12-19
12269,26,4681846650903090,01/25,VISA 16 digit,2003-01-30
12270,27,3501315015444760,05/32,JCB 16 digit,2004-12-21
12271,28,4261291517032790,05/30,VISA 16 digit,2012-11-28
12272,29,4199428127316170,03/28,VISA 16 digit,2002-01-15
12273,30,2260251505868480,02/24,Mastercard,2017-11-30
12274,31,5456838941521320,06/31,Mastercard,1994-05-24
12275,32,4463307280871,05/32,VISA 13 digit,2008-07-25
12276,33,3549200580072330,09/25,JCB 16 digit,2012-08-29
12277,34,373621638477382,03/28,American Express,1996-12-22
12278,35,5363777931940180,08/24,Mastercard,2011-11-10
12279,36,213111068597762,03/23,JCB 15 digit,2012-09-03
12280,37,3554967364081080,11/25,JCB 16 digit,2019-03-12
12281,38,676354645050,06/25,Maestro,1995-03-26
12282,39,30391934532315,12/24,Diners Club / Carte Blanche,2016-04-22
12283,40,4333526865424,06/27,VISA 13 digit,2007-05-23
12284,41,6529669927883910,07/25,Discover,1998-05-11
12285,42,180061360481760,05/25,JCB 15 digit,1998-03-09
12286,43,4060498380799,01/26,VISA 13 digit,2001-02-28
12287,44,6011464703456800,06/30,Discover,1993-08-23
12288,45,4540575213693570,09/26,VISA 16 digit,2005-11-24
12289,46,379234013764749,01/26,American Express,2015-01-30
12290,47,379728762018751,04/32,American Express,1996-07-02
12291,48,4036187960893,11/32,VISA 13 digit,2010-05-02
12292,49,2702027330988810,07/25,Mastercard,1999-08-24
12293,50,5563495597441470,02/28,Mastercard,2003-09-12
12294,51,30154807240634,05/24,Diners Club / Carte Blanche,2022-04-15
12295,52,4315117520059110000,06/32,VISA 19 digit,1995-03-11
12296,53,2261270311704120,07/23,Mastercard,2020-09-28
12297,54,3557792287503020,07/25,JCB 16 digit,1999-05-12
12298,0,576197693970,04/32,Maestro,1998-02-28
12299,1,4621922152821,02/29,VISA 13 digit,2004-04-01
12300,2,213149133200053,12/28,JCB 15 digit,2013-05-11
12301,3,3507676833409110,03/32,JCB 16 digit,2008-07-29
12302,4,180039788339422,04/24,JCB 15 digit,2016-03-13
12303,5,30044470487507,08/23,Diners Club / Carte Blanche,2013-02-26
12304,6,4039047570351820000,03/28,VISA 19 digit,2000-04-24
12305,7,4635968270351350000,02/29,VISA 19 digit,2009-06-22
12306,8,4655848066673,06/26,VISA 13 digit,2006-03-02
12307,9,6011548827470960,07/30,Discover,2016-03-10
12308,10,4822837958452510,01/26,VISA 16 digit,2018-09-09
12309,11,2629063704774420,05/32,Mastercard,2009-11-10
12310,12,4219497789141,05/29,VISA 13 digit,2010-09-13
12311,13,501821972830,01/31,Maestro,1999-05-24
12312,14,30081369569623,08/28,Diners Club / Carte Blanche,2015-02-06
12313,15,2255619262523800,03/28,Mastercard,2010-02-04
12314,16,4197315732949880000,10/28,VISA 19 digit,1996-12-07
12315,17,568858740935,01/24,Maestro,1993-07-09
12316,18,3585877378811990,08/27,JCB 16 digit,2013-11-26
12317,19,4217275890216560,02/28,VISA 16 digit,2007-07-29
12318,20,4870665303256180,08/32,VISA 16 digit,1997-04-18
12319,21,6580215460265380,03/24,Discover,1995-06-22
12320,22,4196953571524850000,05/29,VISA 19 digit,2021-11-10
12321,23,4469169472171060,03/32,VISA 16 digit,2019-12-30
12322,24,30375245041199,04/26,Diners Club / Carte Blanche,2009-05-29
12323,25,5197564967374290,11/31,Mastercard,2015-06-13
12324,26,60480707433,10/30,Maestro,2017-07-31
12325,27,3537356521147680,12/23,JCB 16 digit,2010-11-29
12326,28,3518433035613030,08/31,JCB 16 digit,1997-08-23
12327,29,180000925055685,08/27,JCB 15 digit,2002-04-16
12328,30,502031844843,02/30,Maestro,2007-01-13
12329,31,4874567608566060,02/29,VISA 16 digit,2010-09-11
12330,32,4085529938166,10/32,VISA 13 digit,2006-02-20
12331,33,3573519614748900,02/27,JCB 16 digit,2013-10-18
12332,34,341529530479324,03/26,American Express,2016-12-01
12333,35,4883387662919790000,04/29,VISA 19 digit,2001-08-02
12334,36,4465778777652860,05/26,VISA 16 digit,2012-09-23
12335,37,30217589054554,12/28,Diners Club / Carte Blanche,1994-07-28
12336,38,180079820063846,01/26,JCB 15 digit,2014-12-08
12337,39,502026835657,12/26,Maestro,2020-11-02
12338,40,4777699518305160,08/31,VISA 16 digit,2005-12-23
12339,41,3520763108678020,03/25,JCB 16 digit,1993-03-16
12340,42,501826918523,07/23,Maestro,2016-04-27
12341,43,503830497908,10/26,Maestro,2009-02-05
12342,44,4031846830626900000,05/26,VISA 19 digit,1995-12-27
12343,45,5454120493453030,11/26,Mastercard,1998-07-08
12344,46,4618383088874,05/29,VISA 13 digit,2009-01-08
12345,47,4024947467380410,12/30,VISA 16 digit,1994-06-05
12346,48,4802330856796950,12/28,VISA 16 digit,2003-04-19
12347,49,676196846114,07/28,Maestro,2018-07-20
12348,50,3595452458182840,09/29,JCB 16 digit,1993-08-09
12349,51,2720205623374500,03/26,Mastercard,2011-01-13
12350,52,4825595036340,06/31,VISA 13 digit,2000-04-07
12351,53,501836910205,12/22,Maestro,2006-01-30
12352,54,30535209463701,07/26,Diners Club / Carte Blanche,2018-11-18
12353,0,180000760846412,05/23,JCB 15 digit,2007-11-21
12354,1,213165104322429,01/28,JCB 15 digit,2015-11-25
12355,2,345316858744174,07/26,American Express,2011-05-11
12356,3,4944555000503960000,03/31,VISA 19 digit,2006-12-25
12357,4,38449317623838,06/23,Diners Club / Carte Blanche,2006-01-14
12358,5,3585991242960520,04/28,JCB 16 digit,1998-11-30
12359,6,4843515358117850000,08/30,VISA 19 digit,2009-06-26
12360,7,639036052558,05/26,Maestro,2008-01-11
12361,8,4542363629574240000,01/32,VISA 19 digit,2003-05-23
12362,9,372057643795289,11/24,American Express,2013-08-07
12363,10,4145234107183870000,04/30,VISA 19 digit,2002-08-18
12364,11,6011314176780900,06/29,Discover,1999-05-11
12365,12,4053374276009730,07/25,VISA 16 digit,2004-03-16
12366,13,4070715806351,03/24,VISA 13 digit,1996-02-19
12367,14,3576531804928090,11/31,JCB 16 digit,1993-07-22
12368,15,3572596405290850,09/29,JCB 16 digit,2006-07-05
12369,16,676329676750,07/25,Maestro,1994-03-27
12370,17,2271982545068560,03/29,Mastercard,2011-03-10
12371,18,3535267998571310,08/25,JCB 16 digit,2010-10-09
12372,19,4876095574642710,12/27,VISA 16 digit,2006-03-23
12373,20,4162355859207140000,09/29,VISA 19 digit,2004-11-19
12374,21,676146568842,11/32,Maestro,1998-03-04
12375,22,560845106551,12/30,Maestro,1996-09-07
12376,23,5114556548910350,03/30,Mastercard,2008-10-20
12377,24,4150694631606,06/26,VISA 13 digit,2017-03-23
12378,25,3578026235461450,07/23,JCB 16 digit,1998-07-02
12379,26,3592320735910880,05/26,JCB 16 digit,2001-09-16
12380,27,213173205803750,08/26,JCB 15 digit,1999-07-25
12381,28,3573080828041240,01/24,JCB 16 digit,2005-12-06
12382,29,3571528197823150,03/27,JCB 16 digit,1996-11-30
12383,30,6509792587935520,07/25,Discover,1995-09-20
12384,31,4562093119344250,10/25,VISA 16 digit,2004-08-14
12385,32,3523061612418140,09/30,JCB 16 digit,2015-04-30
12386,33,378601155713620,03/24,American Express,2021-01-06
12387,34,4685869860412880,01/29,VISA 16 digit,2016-07-29
12388,35,6545715783782660,10/31,Discover,2005-03-26
12389,36,4621755331989080000,07/25,VISA 19 digit,2020-10-03
12390,37,213121396941939,05/26,JCB 15 digit,2017-12-16
12391,38,4158720455746860000,01/24,VISA 19 digit,2014-04-09
12392,39,2325455455513430,04/28,Mastercard,2014-07-20
12393,40,2278246666150450,04/31,Mastercard,2016-07-30
12394,41,4873271032231650,01/28,VISA 16 digit,2018-04-08
12395,42,4146899745687550000,07/25,VISA 19 digit,1996-02-02
12396,43,6011137134675220,02/24,Discover,2001-04-19
12397,44,371036019292155,07/30,American Express,2018-10-25
12398,45,3581400302743850,05/27,JCB 16 digit,2014-05-20
12399,46,6567000729402700,03/32,Discover,2016-12-10
12400,47,6563894007180180,01/25,Discover,1999-06-25
12401,48,4588712240463610,09/32,VISA 16 digit,2000-04-25
12402,49,3532662075323980,04/23,JCB 16 digit,2000-01-27
12403,50,4156701723641,01/23,VISA 13 digit,1999-07-18
12404,51,4733170169108,06/32,VISA 13 digit,2001-02-28
12405,52,3512872917592630,03/23,JCB 16 digit,2020-01-15
12406,53,4537989260680890,08/26,VISA 16 digit,2014-09-04
12407,54,3592636728080530,02/24,JCB 16 digit,2011-09-08
12408,0,3510963781851160,08/25,JCB 16 digit,2009-09-02
12409,1,4468128192044190,12/27,VISA 16 digit,1999-07-06
12410,2,180027139412964,04/24,JCB 15 digit,2020-02-16
12411,3,3595676518492880,05/23,JCB 16 digit,1995-05-09
12412,4,4096001946353,02/30,VISA 13 digit,2007-06-22
12413,5,375831527741818,11/24,American Express,2006-02-12
12414,6,30089489596707,02/25,Diners Club / Carte Blanche,2016-10-12
12415,7,3561873132857040,09/31,JCB 16 digit,2007-10-06
12416,8,6011724386810330,01/28,Discover,1994-08-26
12417,9,4483108645726,04/31,VISA 13 digit,2009-11-06
12418,10,4799718511892960,07/24,VISA 16 digit,2019-04-18
12419,11,566588571224,03/27,Maestro,2008-08-07
12420,12,4167105680067310,11/32,VISA 16 digit,2012-05-26
12421,13,180012148862938,08/31,JCB 15 digit,1994-12-28
12422,14,4308804439977720,04/26,VISA 16 digit,2008-09-09
12423,15,6011605168675150,03/28,Discover,2016-12-06
12424,16,213106335388920,09/25,JCB 15 digit,2010-01-14
12425,17,180012653051109,04/26,JCB 15 digit,2001-08-08
12426,18,3524942600087640,12/22,JCB 16 digit,1995-03-15
12427,19,4325466237949230,04/24,VISA 16 digit,2018-04-08
12428,20,30328485001274,02/27,Diners Club / Carte Blanche,2009-06-14
12429,21,180086586746894,07/29,JCB 15 digit,2016-06-14
12430,22,4297163981234,03/32,VISA 13 digit,2015-06-03
12431,23,6530595318619800,09/26,Discover,2021-08-22
12432,24,30265757318087,04/27,Diners Club / Carte Blanche,2012-10-20
12433,25,4218884704671,04/30,VISA 13 digit,2014-06-06
12434,26,379643047706189,12/25,American Express,1997-03-15
12435,27,4116408812255700000,07/24,VISA 19 digit,2012-05-26
12436,28,4537891965955990,01/32,VISA 16 digit,2012-01-18
12437,29,4764081652334040,01/25,VISA 16 digit,2018-03-23
12438,30,180058274223403,09/31,JCB 15 digit,1994-09-07
12439,31,6011469085403580,10/26,Discover,2003-05-02
12440,32,4898690303824650000,05/31,VISA 19 digit,2003-03-02
12441,33,30116206142679,09/29,Diners Club / Carte Blanche,2017-10-04
12442,34,6011441301198290,01/27,Discover,2011-09-22
12443,35,379037914488510,11/28,American Express,2004-03-21
12444,36,6511766268984540,09/23,Discover,1998-11-03
12445,37,676299273968,08/24,Maestro,2020-03-12
12446,38,30059123342487,12/30,Diners Club / Carte Blanche,2006-11-24
12447,39,30280092365750,12/24,Diners Club / Carte Blanche,2012-08-18
12448,40,3563575226122080,05/32,JCB 16 digit,2022-06-30
12449,41,341956368680980,07/23,American Express,2016-08-13
12450,42,6547014486458680,04/31,Discover,2002-09-11
12451,43,6011499526091180,10/32,Discover,2008-12-02
12452,44,3588139117972560,05/28,JCB 16 digit,1999-08-08
12453,45,6011310489786380,11/27,Discover,2007-08-15
12454,46,180021011312541,03/25,JCB 15 digit,2021-11-13
12455,47,3596005338863530,01/28,JCB 16 digit,1992-12-19
12456,48,4494102867465500,01/24,VISA 16 digit,2022-04-09
12457,49,4183182772608750000,04/26,VISA 19 digit,1996-02-01
12458,50,4519132405997000,09/27,VISA 16 digit,2014-09-02
12459,51,4263317068991760000,10/28,VISA 19 digit,2019-08-20
12460,52,30017816390700,12/30,Diners Club / Carte Blanche,2002-12-29
12461,53,4972322899432,03/29,VISA 13 digit,2022-09-08
12462,54,4804695419730,06/24,VISA 13 digit,2004-12-02
12463,0,4362044131738,08/30,VISA 13 digit,2019-01-02
12464,1,502039862664,10/27,Maestro,2010-12-30
12465,2,3536866968928990,02/27,JCB 16 digit,2021-12-03
12466,3,4162256460886,03/30,VISA 13 digit,1994-01-18
12467,4,4185495303320260000,07/31,VISA 19 digit,1996-02-08
12468,5,3551295934212050,12/23,JCB 16 digit,2002-10-24
12469,6,30290879226984,09/28,Diners Club / Carte Blanche,1998-01-02
12470,7,676111405699,07/27,Maestro,2017-10-01
12471,8,4317595840851920,02/24,VISA 16 digit,2012-08-25
12472,9,503827541601,08/27,Maestro,2002-09-29
12473,10,5499360985585430,08/31,Mastercard,2001-03-11
12474,11,4682216047555960,07/32,VISA 16 digit,2003-07-14
12475,12,4401664572044400,07/30,VISA 16 digit,1992-12-20
12476,13,3503635359367390,11/24,JCB 16 digit,2014-06-05
12477,14,3571778158092310,01/25,JCB 16 digit,2002-06-22
12478,15,3538060338487690,07/24,JCB 16 digit,2018-06-19
12479,16,30451998892110,12/25,Diners Club / Carte Blanche,2008-06-08
12480,17,4790496054579750000,01/25,VISA 19 digit,1999-12-11
12481,18,6573735590571900,04/28,Discover,2000-10-28
12482,19,6551761433217440,04/25,Discover,1998-09-20
12483,20,4679399517527500,01/24,VISA 16 digit,2001-11-02
12484,21,3530906953358630,10/25,JCB 16 digit,2007-05-06
12485,22,3596780830943110,09/25,JCB 16 digit,2017-09-23
12486,23,30437028626321,12/30,Diners Club / Carte Blanche,2003-03-07
12487,24,6512547526667080,07/24,Discover,1994-04-28
12488,25,502020032285,10/26,Maestro,2013-05-24
12489,26,376572415552599,10/31,American Express,2000-07-30
12490,27,4130185890853200,11/24,VISA 16 digit,2007-02-03
12491,28,3552101791030870,11/24,JCB 16 digit,2018-09-05
12492,29,6518529701537400,10/24,Discover,2017-07-14
12493,30,346425582817617,11/22,American Express,2004-05-22
12494,31,4678848991619660,04/31,VISA 16 digit,1999-12-20
12495,32,4624173431266,11/26,VISA 13 digit,2011-05-28
12496,33,3568709069875880,08/29,JCB 16 digit,1997-01-02
12497,34,4060035996613790,07/26,VISA 16 digit,1995-03-31
12498,35,348590296055222,04/26,American Express,2004-07-01
12499,36,573932189679,10/28,Maestro,2000-07-02
12500,37,4637115974002070,03/30,VISA 16 digit,2016-01-31
